Full Name,Filler Name,Short Name,Districts,Type
ulica Wesoła,ulicy Wesołej,ul. Wesoła,Ursynów,ulica
ulica Bronisława Wesołowskiego,ulicy Bronisława Wesołowskiego,ul. B. Wesołowskiego,Wawer,ulica
ulica Westerplatte,ulicy Westerplatte,ul. Westerplatte,Bemowo,ulica
ulica Weteranów,ulicy Weteranów,ul. Weteranów,Białołęka,ulica
Plac Weteranów 1863 Roku,Placu Weteranów 1863 Roku,pl. Weteranów 1863 r.,Praga-Północ,Plac
ulica Weterynaryjna,ulicy Weterynaryjnej,ul. Weterynaryjna,Praga-Południe,ulica
ulica Wędkarska,ulicy Wędkarskiej,ul. Wędkarska,Wawer,ulica
ulica Wędrowców,ulicy Wędrowców,ul. Wędrowców,Ursynów,ulica
ulica Węgierska,ulicy Węgierskiej,ul. Węgierska,Ochota,ulica
ulica Węglarska,ulicy Węglarskiej,ul. Węglarska,Wawer,ulica
ulica Węgorzewska,ulicy Węgorzewskiej,ul. Węgorzewska,Włochy,ulica
ulica Węgrowska,ulicy Węgrowskiej,ul. Węgrowska,Targówek,ulica
ulica Józefa Węgrzyna,ulicy Józefa Węgrzyna,ul. J. Węgrzyna,Mokotów,ulica
ulica Wiartel,ulicy Wiartel,ul. Wiartel,Mokotów,ulica
ulica Wiarusów,ulicy Wiarusów,ul. Wiarusów,Praga-Południe,ulica
Rondo Wiatraczna,Ronda Wiatraczna,Rondo Wiatraczna,Praga-Południe,Rondo
ulica Wiatraczna,ulicy Wiatracznej,ul. Wiatraczna,Praga-Południe,ulica
ulica Wiązana,ulicy Wiązanej,ul. Wiązana,Wawer,ulica
ulica Wiązowska,ulicy Wiązowskiej,ul. Wiązowska,Wawer,ulica
ulica Wiązów,ulicy Wiązów,ul. Wiązów,Wesoła,ulica
ulica Wichrowa,ulicy Wichrowej,ul. Wichrowa,Wawer,ulica
ulica Widawska,ulicy Widawskiej,ul. Widawska,Bemowo,ulica
ulica Widłaków,ulicy Widłaków,ul. Widłaków,Wawer,ulica
ulica Widna,ulicy Widnej,ul. Widna,Białołęka,ulica
ulica Widoczna,ulicy Widocznej,ul. Widoczna,Wawer,ulica
ulica Widok,ulicy Widok,ul. Widok,Śródmieście,ulica
ulica Widokowa,ulicy Widokowej,ul. Widokowa,Bielany,ulica
Pasaż Stefana Wiecheckiego „Wiecha”,Pasażu Stefana Wiecheckiego „Wiecha”,Pasaż S. Wiecheckiego „Wiecha”,Śródmieście,Pasaż
ulica Wiechy,ulicy Wiechy,ul. Wiechy,Wilanów,ulica
ulica Bronisława Wieczorkiewicza,ulicy Bronisława Wieczorkiewicza,ul. B. Wieczorkiewicza,Praga-Północ,ulica
ulica Wieczorowa,ulicy Wieczorowej,ul. Wieczorowa,Targówek,ulica
ulica Wiedeńska,ulicy Wiedeńskiej,ul. Wiedeńska,Wilanów,ulica
ulica Wiejska,ulicy Wiejskiej,ul. Wiejska,Śródmieście,ulica
ulica Wiejska,ulicy Wiejskiej,ul. Wiejska,Wesoła,ulica
ulica Wiekowa,ulicy Wiekowej,ul. Wiekowa,Wawer,ulica
ulica Wielbarska,ulicy Wielbarskiej,ul. Wielbarska,Bemowo,ulica
ulica Wielicka,ulicy Wielickiej,ul. Wielicka,Mokotów,ulica
ulica Wieliszewska,ulicy Wieliszewskiej,ul. Wieliszewska,Białołęka,ulica
ulica Wielkiego Dębu,ulicy Wielkiego Dębu,ul. Wielkiego Dębu,Białołęka,ulica
Aleja Wielkopolski,Alei Wielkopolski,al. Wielkopolski,Ochota,Aleja parkowa
ulica Wielostronna,ulicy Wielostronnej,ul. Wielostronna,Wawer,ulica
ulica Wielowiejska,ulicy Wielowiejskiej,ul. Wielowiejska,Wawer,ulica
ulica Wieluńska,ulicy Wieluńskiej,ul. Wieluńska,Wola,ulica
ulica Henryka Wieniawskiego,ulicy Henryka Wieniawskiego,ul. H. Wieniawskiego,Żoliborz,ulica
Aleja gen. Bolesława Wieniawy-Długoszowskiego,Alei gen. Bolesława Wieniawy-Długoszowskiego,al. gen. B. Wieniawy-Długoszowskiego,"Praga-Południe, Wawer",Aleja
ulica Wieniecka,ulicy Wienieckiej,ul. Wieniecka,Targówek,ulica
ulica Wierchów,ulicy Wierchów,ul. Wierchów,Wawer,ulica
ulica Wierna,ulicy Wiernej,ul. Wierna,Targówek,ulica
ulica Wiertnicza,ulicy Wiertniczej,ul. Wiertnicza,"Mokotów, Wilanów",ulica
ulica prof. Witolda Wierzbickiego,ulicy prof. Witolda Wierzbickiego,ul. prof. W. Wierzbickiego,Śródmieście,ulica
ulica Wierzbiny,ulicy Wierzbiny,ul. Wierzbiny,Białołęka,ulica
ulica Wierzbowa,ulicy Wierzbowej,ul. Wierzbowa,Śródmieście,ulica
ulica Wierzbowa,ulicy Wierzbowej,ul. Wierzbowa,Wesoła,ulica
ulica Wierzby,ulicy Wierzby,ul. Wierzby,Wawer,ulica
ulica Henryka Wierzchowskiego,ulicy Henryka Wierzchowskiego,ul. H. Wierzchowskiego,Wawer,ulica
ulica Mikołaja Wierzynka,ulicy Mikołaja Wierzynka,ul. M. Wierzynka,Wola,ulica
ulica Kazimierza Wierzyńskiego,ulicy Kazimierza Wierzyńskiego,ul. K. Wierzyńskiego,Bielany,ulica
ulica Wiesiołka,ulicy Wiesiołka,ul. Wiesiołka,Wawer,ulica
ulica Wieśniacza,ulicy Wieśniaczej,ul. Wieśniacza,Bemowo,ulica
ulica Wiewiórki,ulicy Wiewiórki,ul. Wiewiórki,Targówek,ulica
ulica Wieżowa,ulicy Wieżowej,ul. Wieżowa,Włochy,ulica
ulica Stanisława Wigury,ulicy Stanisława Wigury,ul. S. Wigury,Wesoła,ulica
ulica Wikingów,ulicy Wikingów,ul. Wikingów,Białołęka,ulica
ulica Wiklinowa,ulicy Wiklinowej,ul. Wiklinowa,Białołęka,ulica
ulica Wiktorii Wiedeńskiej,ulicy Wiktorii Wiedeńskiej,ul. Wiktorii Wiedeńskiej,Wilanów,ulica
ulica Wiktorska,ulicy Wiktorskiej,ul. Wiktorska,Mokotów,ulica
ulica Wiktoryn,ulicy Wiktoryn,ul. Wiktoryn,Włochy,ulica
Aleja Wilanowska,Alei Wilanowskiej,al. Wilanowska,"Mokotów, Wilanów",Aleja
ulica Wilanowska,ulicy Wilanowskiej,ul. Wilanowska,Śródmieście,ulica
ulica Wilanowska,ulicy Wilanowskiej,ul. Wilanowska,Wesoła,ulica
ulica Wilcza,ulicy Wilczej,ul. Wilcza,Śródmieście,ulica
ulica Wilczej Łąki,ulicy Wilczej Łąki,ul. Wilczej Łąki,Białołęka,ulica
ulica Wilczy Dół,ulicy Wilczy Dół,ul. Wilczy Dół,Ursynów,ulica
ulica Wilczycka,ulicy Wilczyckiej,ul. Wilczycka,Włochy,ulica
ulica Wileńska,ulicy Wileńskiej,ul. Wileńska,Praga-Północ,ulica
Plac Wileński,Placu Wileńskiego,pl. Wileński,Praga-Północ,Plac
ulica Wilgi,ulicy Wilgi,ul. Wilgi,Wawer,ulica
ulica Augusta Wilkońskiego,ulicy Augusta Wilkońskiego,ul. A. Wilkońskiego,Bielany,ulica
ulica Wilkowiecka,ulicy Wilkowieckiej,ul. Wilkowiecka,Białołęka,ulica
ulica Wilków Morskich,ulicy Wilków Morskich,ul. Wilków Morskich,Targówek,ulica
ulica Willowa,ulicy Willowej,ul. Willowa,Mokotów,ulica
Plac Thomasa Woodrowa Wilsona,Placu Thomasa Woodrowa Wilsona,pl. T. W. Wilsona,Żoliborz,Plac
ulica Wincentego Kadłubka,ulicy Wincentego Kadłubka,ul. Wincentego Kadłubka,Ursus,ulica
ulica św. Wincentego,ulicy św. Wincentego,ul. św. Wincentego,Targówek,ulica
ulica Winiarska,ulicy Winiarskiej,ul. Winiarska,Włochy,ulica
ulica Winnicka,ulicy Winnickiej,ul. Winnicka,Ochota,ulica
ulica Winogronowa,ulicy Winogronowej,ul. Winogronowa,Wilanów,ulica
ulica Winorośli,ulicy Winorośli,ul. Winorośli,Białołęka,ulica
ulica Wiolinowa,ulicy Wiolinowej,ul. Wiolinowa,Ursynów,ulica
ulica Wiolonczeli,ulicy Wiolonczeli,ul. Wiolonczeli,Białołęka,ulica
ulica Wiosenna,ulicy Wiosennej,ul. Wiosenna,Praga-Północ,ulica
ulica Wiosenna,ulicy Wiosennej,ul. Wiosenna,Wesoła,ulica
ulica Wiosny Ludów,ulicy Wiosny Ludów,ul. Wiosny Ludów,Ursus,ulica
ulica Wioślarska,ulicy Wioślarskiej,ul. Wioślarska,Śródmieście,ulica
ulica Wirażowa,ulicy Wirażowej,ul. Wirażowa,Włochy,ulica
ulica Wisełki,ulicy Wisełki,ul. Wisełki,Wawer,ulica
ulica Wisienki,ulicy Wisienki,ul. Wisienki,Wawer,ulica
ulica Wiślana,ulicy Wiślanej,ul. Wiślana,Śródmieście,ulica
ulica Wiślana,ulicy Wiślanej,ul. Wiślana,Wesoła,ulica
ulica Wiślanego Nurtu,ulicy Wiślanego Nurtu,ul. Wiślanego Nurtu,Wawer,ulica
ulica Wiślanych Pól,ulicy Wiślanych Pól,ul. Wiślanych Pól,Wawer,ulica
ulica Wiślicka,ulicy Wiślickiej,ul. Wiślicka,Ochota,ulica
ulica Wiśniowa,ulicy Wiśniowej,ul. Wiśniowa,Mokotów,ulica
ulica Wiśniowa,ulicy Wiśniowej,ul. Wiśniowa,Wesoła,ulica
ulica Wiśniowy Sad,ulicy Wiśniowy Sad,ul. Wiśniowy Sad,Białołęka,ulica
ulica Wita Stwosza,ulicy Wita Stwosza,ul. Wita Stwosza,Mokotów,ulica
ulica Wita Stwosza,ulicy Wita Stwosza,ul. Wita Stwosza,Wesoła,ulica
ulica Witebska,ulicy Witebskiej,ul. Witebska,Targówek,ulica
ulica Witki,ulicy Witki,ul. Witki,Włochy,ulica
ulica Stanisława Witkiewicza,ulicy Stanisława Witkiewicza,ul. S. Witkiewicza,Praga-Północ,ulica
Rondo ks. Stanisława Witkowskiego,Ronda ks. Stanisława Witkowskiego,Rondo ks. S. Witkowskiego,Wesoła,Rondo
ulica Witolińska,ulicy Witolińskiej,ul. Witolińska,Praga-Południe,ulica
Aleja Wincentego Witosa,Alei Wincentego Witosa,al. W. Witosa,Mokotów,Aleja
ulica Czesława Witoszyńskiego,ulicy Czesława Witoszyńskiego,ul. Cz. Witoszyńskiego,Praga-Południe,ulica
Aleja gen. Marii Wittek,Alei gen. Marii Wittek,al. gen. M. Wittek,Bielany,Aleja
ulica Edwarda Wittiga,ulicy Edwarda Wittiga,ul. E. Wittiga,Białołęka,ulica
ulica Władysława Witwickiego,ulicy Władysława Witwickiego,ul. W. Witwickiego,Praga-Południe,ulica
ulica Wjazdowa,ulicy Wjazdowej,ul. Wjazdowa,Wawer,ulica
ulica Władysława Hermana,ulicy Władysława Hermana,ul. Władysława Hermana,Ursus,ulica
ulica Władysława IV,ulicy Władysława IV,ul. Władysława IV,Wawer,ulica
ulica Władysława Jagiełły,ulicy Władysława Jagiełły,ul. Władysława Jagiełły,Ursus,ulica
ulica Władysława Laskonogiego,ulicy Władysława Laskonogiego,ul. Władysława Laskonogiego,Ursus,ulica
ulica Władysława Łokietka,ulicy Władysława Łokietka,ul. Władysława Łokietka,Targówek,ulica
ulica Władysława Warneńczyka,ulicy Władysława Warneńczyka,ul. Władysława Warneńczyka,Wola,ulica
ulica Włochowska,ulicy Włochowskiej,ul. Włochowska,Ochota,ulica
ulica Jerzego i Władysławy Włoczewskich,ulicy Jerzego i Władysławy Włoczewskich,ul. J. i W. Włoczewskich,Ursus,ulica
ulica Włodarzewska,ulicy Włodarzewskiej,ul. Włodarzewska,Ochota,ulica
ulica Pawła Włodkowica,ulicy Pawła Włodkowica,ul. P. Włodkowica,Białołęka,ulica
ulica Włodzicka,ulicy Włodzickiej,ul. Włodzicka,Wawer,ulica
ulica Włoska,ulicy Włoskiej,ul. Włoska,Mokotów,ulica
ulica Włościańska,ulicy Włościańskiej,ul. Włościańska,Żoliborz,ulica
ulica Włóki,ulicy Włóki,ul. Włóki,Wilanów,ulica
ulica Włókiennicza,ulicy Włókienniczej,ul. Włókiennicza,Wawer,ulica
ulica Wodna,ulicy Wodnej,ul. Wodna,Śródmieście,ulica
ulica Wodniaków,ulicy Wodniaków,ul. Wodniaków,Wawer,ulica
ulica Wodyńska,ulicy Wodyńskiej,ul. Wodyńska,Wawer,ulica
ulica Wodzirejów,ulicy Wodzirejów,ul. Wodzirejów,Ursynów,ulica
ulica Wodzisławska,ulicy Wodzisławskiej,ul. Wodzisławska,Wawer,ulica
ulica św. Wojciecha,ulicy św. Wojciecha,ul. św. Wojciecha,Wola,ulica
ulica Stanisława Wojciechowskiego,ulicy Stanisława Wojciechowskiego,ul. S. Wojciechowskiego,Ursus,ulica
ulica Wojdyńska,ulicy Wojdyńskiej,ul. Wojdyńska,Białołęka,ulica
Rondo Jerzego Wojnara,Ronda Jerzego Wojnara,Rondo J. Wojnara,Włochy,Rondo
ulica Wojnicka,ulicy Wojnickiej,ul. Wojnicka,Praga-Północ,ulica
Aleja Wojska Polskiego,Alei Wojska Polskiego,al. Wojska Polskiego,Żoliborz,Aleja
Plac Wojska Polskiego,Placu Wojska Polskiego,pl. Wojska Polskiego,Wesoła,Plac
ulica Wojskowa,ulicy Wojskowej,ul. Wojskowa,Targówek,ulica
ulica Wojskowej Służby Kobiet,ulicy Wojskowej Służby Kobiet,ul. Wojskowej Służby Kobiet,Mokotów,ulica
ulica Wojsławicka,ulicy Wojsławickiej,ul. Wojsławicka,Wawer,ulica
ulica Wacława Wojtyszki,ulicy Wacława Wojtyszki,ul. W. Wojtyszki,Wawer,ulica
ulica Wokalna,ulicy Wokalnej,ul. Wokalna,Ursynów,ulica
ulica Wolborska,ulicy Wolborskiej,ul. Wolborska,Włochy,ulica
ulica Wolbromska,ulicy Wolbromskiej,ul. Wolbromska,Targówek,ulica
ulica Wolęcińska,ulicy Wolęcińskiej,ul. Wolęcińska,Wawer,ulica
ulica Heleny Wolff,ulicy Heleny Wolff,ul. H. Wolff,Wawer,ulica
ulica Mieczysława Wolfkego,ulicy Mieczysława Wolfkego,ul. M. Wolfkego,Bemowo,ulica
Rondo Karola Edmunda Wolframa,Ronda Karola Edmunda Wolframa,Rondo K. E. Wolframa,Praga-Południe,Rondo
ulica Wolicka,ulicy Wolickiej,ul. Wolicka,Mokotów,ulica
ulica Wolińska,ulicy Wolińskiej,ul. Wolińska,Targówek,ulica
ulica Wolna,ulicy Wolnej,ul. Wolna,Wawer,ulica
ulica Wolnej Wszechnicy,ulicy Wolnej Wszechnicy,ul. Wolnej Wszechnicy,Ochota,ulica
Plac Wolności,Placu Wolności,pl. Wolności,Włochy,Plac
ulica Wolności,ulicy Wolności,ul. Wolności,Ursus,ulica
ulica Wolność,ulicy Wolność,ul. Wolność,Wola,ulica
ulica Wolska,ulicy Wolskiej,ul. Wolska,Wola,ulica
ulica Wolumen,ulicy Wolumen,ul. Wolumen,Bielany,ulica
ulica Wołodyjowskiego,ulicy Wołodyjowskiego,ul. Wołodyjowskiego,Mokotów,ulica
ulica Wołomińska,ulicy Wołomińskiej,ul. Wołomińska,Praga-Północ,ulica
ulica Wołoska,ulicy Wołoskiej,ul. Wołoska,Mokotów,ulica
ulica Stanisława Worcella,ulicy Stanisława Worcella,ul. S. Worcella,Wola,ulica
ulica Adama Worobczuka,ulicy Adama Worobczuka,ul. A. Worobczuka,Wilanów,ulica
ulica Jana Pawła Woronicza,ulicy Jana Pawła Woronicza,ul. J. P. Woronicza,Mokotów,ulica
ulica Woziwody,ulicy Woziwody,ul. Woziwody,Mokotów,ulica
ulica Wójcicka,ulicy Wójcickiej,ul. Wójcicka,Wawer,ulica
ulica Wójtowska,ulicy Wójtowskiej,ul. Wójtowska,Śródmieście,ulica
ulica Wólczyńska,ulicy Wólczyńskiej,ul. Wólczyńska,Bielany,ulica
ulica Kazimierza Wóycickiego,ulicy Kazimierza Wóycickiego,ul. K. Wóycickiego,Bielany,ulica
Plac Zofii Wóycickiej,Placu Zofii Wóycickiej,pl. Z. Wóycickiej,Śródmieście,Plac
ulica Wrocławska,ulicy Wrocławskiej,ul. Wrocławska,Bemowo,ulica
ulica Wronia,ulicy Wroniej,ul. Wronia,Wola,ulica
ulica Stanisława Wrońskiego,ulicy Stanisława Wrońskiego,ul. S. Wrońskiego,Wesoła,ulica
ulica Wrotkowa,ulicy Wrotkowej,ul. Wrotkowa,Mokotów,ulica
ulica Wróbla,ulicy Wróblej,ul. Wróbla,Mokotów,ulica
ulica Walerego Wróblewskiego,ulicy Walerego Wróblewskiego,ul. W. Wróblewskiego,Mokotów,ulica
ulica Wrzeciono,ulicy Wrzeciono,ul. Wrzeciono,Bielany,ulica
ulica Wrzesińska,ulicy Wrzesińskiej,ul. Wrzesińska,Praga-Północ,ulica
ulica Wrzosowa,ulicy Wrzosowej,ul. Wrzosowa,Wawer,ulica
ulica Wrzosowa,ulicy Wrzosowej,ul. Wrzosowa,Wesoła,ulica
ulica Wrzosowisko,ulicy Wrzosowisko,ul. Wrzosowisko,Ursynów,ulica
ulica Wschodnia,ulicy Wschodniej,ul. Wschodnia,Targówek,ulica
ulica Wschodnia,ulicy Wschodniej,ul. Wschodnia,Wesoła,ulica
ulica Wschowska,ulicy Wschowskiej,ul. Wschowska,Wola,ulica
ulica Wspaniała,ulicy Wspaniałej,ul. Wspaniała,Białołęka,ulica
ulica Wspomnień,ulicy Wspomnień,ul. Wspomnień,Wawer,ulica
ulica Wspólna,ulicy Wspólnej,ul. Wspólna,Śródmieście,ulica
ulica Wspólna,ulicy Wspólnej,ul. Wspólna,Wesoła,ulica
ulica Wspólna Droga,ulicy Wspólna Droga,ul. Wspólna Droga,Praga-Południe,ulica
ulica Współczesna,ulicy Współczesnej,ul. Współczesna,Białołęka,ulica
ulica Współczesna,ulicy Współczesnej,ul. Współczesna,Wesoła,ulica
ulica Wszeborska,ulicy Wszeborskiej,ul. Wszeborska,Targówek,ulica
ulica Wszemirowska,ulicy Wszemirowskiej,ul. Wszemirowska,Włochy,ulica
ulica Józefa Wybickiego,ulicy Józefa Wybickiego,ul. J. Wybickiego,Bemowo,ulica
ulica Wybieg,ulicy Wybieg,ul. Wybieg,Mokotów,ulica
ulica Wyborna,ulicy Wybornej,ul. Wyborna,Targówek,ulica
ulica Wybrańska,ulicy Wybrańskiej,ul. Wybrańska,Targówek,ulica
ulica Wybrzeże Gdańskie,ulicy Wybrzeże Gdańskie,ul. Wybrzeże Gdańskie,Śródmieście,ulica
ulica Wybrzeże Gdyńskie,ulicy Wybrzeże Gdyńskie,ul. Wybrzeże Gdyńskie,"Bielany, Śródmieście, Żoliborz",ulica
ulica Wybrzeże Helskie,ulicy Wybrzeże Helskie,ul. Wybrzeże Helskie,Praga-Północ,ulica
ulica Wybrzeże Kościuszkowskie,ulicy Wybrzeże Kościuszkowskie,ul. Wybrzeże Kościuszkowskie,Śródmieście,ulica
ulica Wybrzeże Puckie,ulicy Wybrzeże Puckie,ul. Wybrzeże Puckie,Praga-Północ,ulica
ulica Wybrzeże Szczecińskie,ulicy Wybrzeże Szczecińskie,ul. Wybrzeże Szczecińskie,"Praga-Południe, Praga-Północ",ulica
ulica Wycieczka,ulicy Wycieczka,ul. Wycieczka,Wilanów,ulica
ulica Wyczółki,ulicy Wyczółki,ul. Wyczółki,Ursynów,ulica
ulica Leona Wyczółkowskiego,ulicy Leona Wyczółkowskiego,ul. L. Wyczółkowskiego,Wawer,ulica
ulica Wydawnicza,ulicy Wydawniczej,ul. Wydawnicza,Wawer,ulica
ulica Wydmińska,ulicy Wydmińskiej,ul. Wydmińska,Mokotów,ulica
ulica Wydmowa,ulicy Wydmowej,ul. Wydmowa,Wesoła,ulica
ulica Wyganowska,ulicy Wyganowskiej,ul. Wyganowska,Białołęka,ulica
ulica Wyględowska,ulicy Wyględowskiej,ul. Wyględowska,Mokotów,ulica
ulica Wygoda,ulicy Wygoda,ul. Wygoda,Mokotów,ulica
ulica Wygodna,ulicy Wygodnej,ul. Wygodna,Wawer,ulica
ulica Wygon,ulicy Wygon,ul. Wygon,Bielany,ulica
ulica Wyjazd,ulicy Wyjazd,ul. Wyjazd,Mokotów,ulica
ulica Wyjściowa,ulicy Wyjściowej,ul. Wyjściowa,Bielany,ulica
ulica Kazimierza Wyki,ulicy Kazimierza Wyki,ul. K. Wyki,Bemowo,ulica
ulica Wykrot,ulicy Wykrot,ul. Wykrot,Białołęka,ulica
ulica Wykusz,ulicy Wykusz,ul. Wykusz,Włochy,ulica
ulica Wylot,ulicy Wylot,ul. Wylot,Włochy,ulica
ulica Wylotowa,ulicy Wylotowej,ul. Wylotowa,Wawer,ulica
ulica Wynalazek,ulicy Wynalazek,ul. Wynalazek,Mokotów,ulica
ulica Wyprawa,ulicy Wyprawa,ul. Wyprawa,Wilanów,ulica
ulica Mariana Wyrzykowskiego,ulicy Mariana Wyrzykowskiego,ul. M. Wyrzykowskiego,Białołęka,ulica
ulica Wyrzyska,ulicy Wyrzyskiej,ul. Wyrzyska,Włochy,ulica
ulica Piotra Wysockiego,ulicy Piotra Wysockiego,ul. P. Wysockiego,Targówek,ulica
ulica Wysoczyńska,ulicy Wysoczyńskiej,ul. Wysoczyńska,Ursus,ulica
ulica Wysokomazowiecka,ulicy Wysokomazowieckiej,ul. Wysokomazowiecka,Wawer,ulica
ulica Wysowska,ulicy Wysowskiej,ul. Wysowska,Mokotów,ulica
ulica Stanisława Wyspiańskiego,ulicy Stanisława Wyspiańskiego,ul. S. Wyspiańskiego,Żoliborz,ulica
ulica Wyspiarska,ulicy Wyspiarskiej,ul. Wyspiarska,Białołęka,ulica
ulica Wyspowa,ulicy Wyspowej,ul. Wyspowa,Targówek,ulica
Strona Ignacego Wyssogoty Zakrzewskiego,Strony Ignacego Wyssogoty Zakrzewskiego,Strona I. Wyssogoty Zakrzewskiego,Śródmieście,Strona
ulica Wyszatycka,ulicy Wyszatyckiej,ul. Wyszatycka,Wawer,ulica
ulica Wyszkowska,ulicy Wyszkowskiej,ul. Wyszkowska,Białołęka,ulica
ulica Wyszogrodzka,ulicy Wyszogrodzkiej,ul. Wyszogrodzka,Targówek,ulica
Aleja Wyścigowa,Alei Wyścigowej,al. Wyścigowa,Mokotów,Aleja
ulica Wytworna,ulicy Wytwornej,ul. Wytworna,Mokotów,ulica
Aleja Wyzwolenia,Alei Wyzwolenia,al. Wyzwolenia,Śródmieście,Aleja
ulica Wzorcowa,ulicy Wzorcowej,ul. Wzorcowa,Praga-Południe,ulica
ulica Wzorzysta,ulicy Wzorzystej,ul. Wzorzysta,Wawer,ulica
ulica Za Dębami,ulicy Za Dębami,ul. Za Dębami,Wesoła,ulica
ulica Za Łąkami,ulicy Za Łąkami,ul. Za Łąkami,Ursynów,ulica
ulica Zabawna,ulicy Zabawnej,ul. Zabawna,Wawer,ulica
ulica Zabielska,ulicy Zabielskiej,ul. Zabielska,Wawer,ulica
ulica Zabłocińska,ulicy Zabłocińskiej,ul. Zabłocińska,Bielany,ulica
ulica Zabłocka,ulicy Zabłockiej,ul. Zabłocka,Białołęka,ulica
ulica Zabłudowska,ulicy Zabłudowskiej,ul. Zabłudowska,Wawer,ulica
ulica Zaboreczne,ulicy Zaboreczne,ul. Zaboreczne,Bemowo,ulica
ulica Zaborowska,ulicy Zaborowskiej,ul. Zaborowska,Bemowo,ulica
ulica Zabraniecka,ulicy Zabranieckiej,ul. Zabraniecka,Targówek,ulica
ulica Zabrzańska,ulicy Zabrzańskiej,ul. Zabrzańska,Wawer,ulica
ulica Zachariasza,ulicy Zachariasza,ul. Zachariasza,Praga-Północ,ulica
ulica Zachodnia,ulicy Zachodniej,ul. Zachodnia,Wesoła,ulica
ulica Zachodu Słońca,ulicy Zachodu Słońca,ul. Zachodu Słońca,Wesoła,ulica
ulica Zachodzącego Słońca,ulicy Zachodzącego Słońca,ul. Zachodzącego Słońca,Bemowo,ulica
Międzymurze Jana Zachwatowicza,Międzymurza Jana Zachwatowicza,Międzymurze J. Zachwatowicza,Śródmieście,Międzymurze
ulica Zaciszańska,ulicy Zaciszańskiej,ul. Zaciszańska,Targówek,ulica
ulica Zaciszna,ulicy Zacisznej,ul. Zaciszna,Mokotów,ulica
ulica Zaciszna,ulicy Zacisznej,ul. Zaciszna,Wesoła,ulica
ulica Zaczarowanej Dorożki,ulicy Zaczarowanej Dorożki,ul. Zaczarowanej Dorożki,Ursus,ulica
ulica Zadroże,ulicy Zadroże,ul. Zadroże,Targówek,ulica
ulica Zadrzewiona,ulicy Zadrzewionej,ul. Zadrzewiona,Wesoła,ulica
ulica Zadumana,ulicy Zadumanej,ul. Zadumana,Ochota,ulica
ulica Zagadki,ulicy Zagadki,ul. Zagadki,Włochy,ulica
ulica Zagaje,ulicy Zagaje,ul. Zagaje,Białołęka,ulica
ulica Zagajnikowa,ulicy Zagajnikowej,ul. Zagajnikowa,Wawer,ulica
ulica Zagajnikowa,ulicy Zagajnikowej,ul. Zagajnikowa,Wesoła,ulica
ulica Zagięta,ulicy Zagiętej,ul. Zagięta,Wawer,ulica
ulica Zagłoby,ulicy Zagłoby,ul. Zagłoby,Ursus,ulica
ulica Zagorzycka,ulicy Zagorzyckiej,ul. Zagorzycka,Wawer,ulica
ulica Zagójska,ulicy Zagójskiej,ul. Zagójska,Praga-Południe,ulica
ulica Zagórna,ulicy Zagórnej,ul. Zagórna,Śródmieście,ulica
ulica Zagórzańska,ulicy Zagórzańskiej,ul. Zagórzańska,Wawer,ulica
ulica Zagraniczna,ulicy Zagranicznej,ul. Zagraniczna,Targówek,ulica
ulica Zagrodecka,ulicy Zagrodeckiej,ul. Zagrodecka,Białołęka,ulica
ulica Zagrodowa,ulicy Zagrodowej,ul. Zagrodowa,Wawer,ulica
ulica gen. Józefa Zajączka,ulicy gen. Józefa Zajączka,ul. gen. J. Zajączka,Żoliborz,ulica
ulica Zajączkowska,ulicy Zajączkowskiej,ul. Zajączkowska,Mokotów,ulica
ulica Zajęcza,ulicy Zajęczej,ul. Zajęcza,Śródmieście,ulica
ulica Zakamarek,ulicy Zakamarek,ul. Zakamarek,Wilanów,ulica
ulica Zakątek,ulicy Zakątek,ul. Zakątek,Ursus,ulica
ulica Zakątek,ulicy Zakątek,ul. Zakątek,Wesoła,ulica
ulica Zakątna,ulicy Zakątnej,ul. Zakątna,Białołęka,ulica
ulica Zakładowa,ulicy Zakładowej,ul. Zakładowa,Wawer,ulica
ulica Zakole,ulicy Zakole,ul. Zakole,Praga-Południe,ulica
ulica Zakopiańska,ulicy Zakopiańskiej,ul. Zakopiańska,Praga-Południe,ulica
ulica Zakręcona,ulicy Zakręconej,ul. Zakręcona,Białołęka,ulica
ulica Zakręt,ulicy Zakręt,ul. Zakręt,Mokotów,ulica
ulica Zakrętowa,ulicy Zakrętowej,ul. Zakrętowa,Wesoła,ulica
ulica Zakroczymska,ulicy Zakroczymskiej,ul. Zakroczymska,Śródmieście,ulica
ulica Zakrzewska,ulicy Zakrzewskiej,ul. Zakrzewska,Mokotów,ulica
ulica Zalew,ulicy Zalew,ul. Zalew,Mokotów,ulica
ulica Zalipie,ulicy Zalipie,ul. Zalipie,Wawer,ulica
ulica Józefa Zaliwskiego,ulicy Józefa Zaliwskiego,ul. J. Zaliwskiego,Praga-Południe,ulica
ulica Załęże,ulicy Załęże,ul. Załęże,Praga-Południe,ulica
Aleja Załogi Samolotu „Kościuszko”,Alei Załogi Samolotu „Kościuszko”,al. Załogi Samolotu „Kościuszko”,Ursynów,Aleja
ulica Załuski,ulicy Załuski,ul. Załuski,Włochy,ulica
ulica Zambrowska,ulicy Zambrowskiej,ul. Zambrowska,Wawer,ulica
